순위,등록번호,상호,시공능력평가액(천원),
"1","110116","에스케이티엔에스(주)"," 256,060,400"
"2","110311","지에스네오텍(주)"," 210,687,600"
"3","110234","한전케이디엔(주)"," 169,997,700"
"4","110983","엘케이테크넷(주)"," 132,742,500"
"5","111557","명신정보통신(주)"," 121,230,700"
"6","203178","주식회사 유플러스홈서비스(Uplus Home Service Corp.)"," 119,998,500"
"7","201348","삼성물산 주식회사"," 113,951,300"
"8","200162","(주)글로벌텔레콤"," 109,130,100"
"9","310610","한국정보기술(주)"," 105,493,900"
"10","110019","대보정보통신(주)","  95,783,500"
"11","110570","진우에이티에스 주식회사","  94,011,700"
"12","170023","부민통신(주)","  89,738,200"
"13","111933","현대엔지니어링(주)","  88,667,400"
"14","110325","(주)엘지씨엔에스","  87,043,700"
"15","120287","대아티아이(주)","  83,818,200"
"16","110506","주식회사 와이어블 (Wiable Corp.)","  82,893,500"
"17","200058","(주)뉴젠스","  81,433,600"
"18","110418","오티씨 주식회사","  80,357,700"
"19","110510","(주)에스원","  79,525,000"
"20","110105","(주)나우스넷","  74,517,300"
"21","111027","에프투텔레콤(주)","  72,023,200"
"22","112042","(주)윈미디텍","  70,651,400"
"23","140002","(주)전통","  70,144,800"
"24","112856","(주)싸인텔레콤","  67,723,200"
"25","160210","렉스젠(주)","  67,605,200"
"26","110107","현대건설(주)","  67,341,200"
"27","110459","아이파크현대산업개발 주식회사","  66,621,500"
"28","110553","삼성에스디에스(주)","  66,030,400"
"29","140370","(주)세오","  64,998,600"
"30","110338","(주)대우건설","  64,896,700"
"31","140007","주식회사 남양에스티엔","  63,941,800"
"32","110078","신흥정보통신(주)","  63,574,100"
"33","200854","(주)한은씨앤씨","  63,183,800"
"34","113134","에스피케이인크 주식회사 (SPK Inc.)","  61,818,100"
"35","110085","우일정보기술(주)","  59,507,700"
"36","110278","주식회사 덕산","  59,344,100"
"37","110885","오리엔트 주식회사","  57,851,400"
"38","110079","(주)지앤에스기술","  56,658,100"
"39","120234","반도산전(주)","  56,542,100"
"40","110458","주식회사 케이티엔지니어링(kt engineering Co.,Ltd.)","  56,281,900"
"41","110481","지에스건설(주)","  53,794,700"
"42","113292","(주)지엔텔","  53,516,200"
"43","111433","(주)하나비젼씨스템즈","  52,258,200"
"44","203320","아이클라우드 주식회사","  52,088,300"
"45","320242","(주)비알인포텍","  50,730,000"
"46","200760","에스케이텔레콤(주)","  50,303,200"
"47","200214","쿠도커뮤니케이션(주)","  50,067,200"
"48","310849","(주)인텔리안테크놀로지스","  49,625,000"
"49","113009","(주)스마트비전","  49,198,400"
"50","110001","(주)우주텔레콤","  49,150,000"
"51","111341","주식회사 트루본","  49,004,900"
"52","110065","영남스퀘어 주식회사(YOUNGNAM SQUARE Co., Ltd) ","  48,112,100"
"53","110828","에이치디씨랩스 주식회사(HDC LABS Co., Ltd.)","  48,038,500"
"54","111115","중앙하이텔(주)","  47,698,700"
"55","200350","(주)벨에어테크","  47,035,300"
"56","310220","(주)디라직","  46,890,900"
"57","610332","제일건설 주식회사","  46,726,400"
"58","110238","송암시스콤(주)","  46,274,600"
"59","202640","(주)포딕스시스템","  45,300,000"
"60","110898","(주)유앤테크","  45,218,800"
"61","110622","주식회사 캐스트윈(CASTWIN CO.,Ltd)","  44,991,000"
"62","110263","(주)투윈스컴","  44,860,400"
"63","310014","(주)파워텔레콤","  44,733,500"
"64","311054","(주)에스카","  44,240,800"
"65","113305","현대오토에버(주)","  44,227,100"
"66","200778","디에스지엔(주)","  44,216,700"
"67","110268","(주)신광티앤이","  44,138,700"
"68","200090","에스엠티정보기술(주)","  43,678,200"
"69","202919","주식회사 한화","  43,654,600"
"70","111592","현대에이치디에스(주)","  43,646,800"
"71","200564","유지텔레컴(주)","  43,396,900"
"72","110249","(주)토페스","  41,257,700"
"73","110830","에스넷시스템(주)","  40,315,600"
"74","201896","요다정보기술(주)","  40,219,100"
"75","202530","(주)티원엘에스","  40,165,700"
"76","110300","롯데건설(주)","  40,157,700"
"77","112985","주식회사 케이티엠오에스북부","  39,885,800"
"78","110526","주식회사 대림 (DAELIM CO., LTD.)","  39,437,600"
"79","630034","주식회사 홍석","  39,150,400"
"80","120044","성일통신(주)","  39,050,200"
"81","202517","주식회사 인텔리빅스","  38,828,300"
"82","310085","(주)서희건설","  38,130,400"
"83","111979","유니넷텍(주)","  37,884,600"
"84","310632","디알씨티에스(주)","  37,196,800"
"85","110060","(주)태영건설","  37,152,600"
"86","310401","(주)우리넷","  37,144,200"
"87","311765","주식회사 웨이브엔텍","  37,075,200"
"88","150653","한화시스템(주)","  37,040,900"
"89","112006","자이에스앤디 주식회사(Xi S&D, Inc.)","  36,976,900"
"90","111353","(주)두원전자통신","  36,574,300"
"91","200583","(주)화진티엔아이","  36,453,200"
"92","111759","삼언전공(주)","  36,141,300"
"93","120248","고려정보통신(주)","  35,972,400"
"94","110511","(주)엘지유플러스","  35,303,000"
"95","510244","(주)씨넷","  34,764,600"
"96","110357","(주)영전","  34,669,100"
"97","120086","엘에스마린솔루션 주식회사 (LS Marine Solution Co., Ltd.)","  34,496,100"
"98","111053","주식회사 케이원","  34,484,000"
"99","113110","아마노코리아(주)","  34,465,900"
"100","201177","유피이엔씨(주)","  34,149,600"
"101","200399","(주)태광네트웍정보","  34,021,500"
"102","203261","주식회사 동곡기정","  33,743,600"
"103","111753","(주)우호텔레콤","  32,590,700"
"104","120497","주식회사 지씨(GC Co., Ltd.)","  32,387,000"
"105","201335","에스케이오앤에스 주식회사","  32,248,400"
"106","120747","주식회사 대흥디씨티","  32,243,100"
"107","310387","에스케이네트웍스서비스(주)","  32,165,700"
"108","130183","대신네트웍스(주)","  32,160,200"
"109","130033","(주)국제광엔지니어링","  31,919,900"
"110","200881","(주)어빌리티시스템즈","  31,478,600"
"111","120020","(주)우성통신","  31,473,500"
"112","350120","(주)아이엠피","  31,441,900"
"113","110213","(주)데스코(DESCO Co,.Ltd.)","  31,381,700"
"114","150143","(주)창원기전","  31,363,300"
"115","111212","이앤비정보통신(주)","  31,262,200"
"116","112793","드림네트웍스(주)","  31,103,600"
"117","310566","(주)서호이앤씨","  31,100,700"
"118","110056","(주)이화텔레콤","  31,032,000"
"119","110103","(주)명신시스템","  30,853,200"
"120","610084","우미건설(주)","  30,716,200"
"121","310140","주식회사 유엔에이엔지니어링","  30,614,200"
"122","201114","(주)사이버텔브릿지","  30,536,700"
"123","170031","(주)유선통신","  30,526,400"
