대분류,중분류,순위,상호,대표자,소재지,등록번호,시공능력평가액,공사실적평가액,경영평가액,기술능력평가액,신인도평가액,건설공사실적,기술자수
소방설비,소방시설공사업(전문),5293,주식회사 아리바이오홀딩스,정재준,충남,2025-02-00239,742700,,,,,,
소방설비,소방시설공사업(전문),5293,대성전기공업(주),김영완,인천,제1997-28호,742700,,,,,,
소방설비,소방시설공사업(일반·전기),15,(주)에프에이이,김종효,전남광주(전남),제광양 2005-38호,742700,,,,,,
소방설비,소방시설공사업(전문),5295,(주)태종전력,정현주,제주,제제주-2010-04호,742600,,,,,,
소방설비,소방시설공사업(전문),5296,주식회사 태성전설,김수명,전북,2019-02-00158,742200,,,,,,
소방설비,소방시설공사업(전문),5297,주식회사 대정컴퍼니,이대수,경기(남),2016-02-00432,742100,,,,,,
소방설비,소방시설공사업(전문),5298,(주)대아엔지니어링,권택연,경북,2023-02-00275,741800,,,,,,
소방설비,소방시설공사업(전문),5299,(주)극동전력,박인지,전남광주(전남),제2012-가-4호,741600,,,,,,
소방설비,소방시설공사업(전문),5300,(주)보람방재,박병휘,대전,2019-02-00398,741200,,,,,,
소방설비,소방시설공사업(전문),5301,(주)도원이에프씨,장갑찬,경남,사천제2015-01호,740700,,,,,,
소방설비,소방시설공사업(전문),5302,주식회사 대한전기기술단,김정훈,강원,2019-02-00047,740600,,,,,,
소방설비,소방시설공사업(전문),5303,주식회사 경보소방엔지니어링,고양섭,인천,2024-02-00086,740200,,,,,,
소방설비,소방시설공사업(전문),5304,장일기업 주식회사,이범혁,경기(남),2017-02-00496,739900,,,,,,
소방설비,소방시설공사업(전문),5305,주식회사 한려이엔지,박문수,전남광주(전남),제91-9호,739700,,,,,,
소방설비,소방시설공사업(전문),5306,주식회사 정호이엔씨,김대정,부산,2024-02-00099,739500,,,,,,
소방설비,소방시설공사업(전문),5307,주식회사 혜성전력,조광영,경기(남),2024-02-00037,739100,,,,,,
소방설비,소방시설공사업(전문),5308,유성전설 주식회사,길영옥,강원,2016-02-00118,738700,,,,,,
소방설비,소방시설공사업(전문),5309,(주)이피이,최종현,경기(남),2015-02-00262,738500,,,,,,
소방설비,소방시설공사업(전문),5310,태산건설(주),박근수,경기(남),2025-02-00203,737800,,,,,,
소방설비,소방시설공사업(전문),5311,주식회사 벽진엔지니어링,송유나,부산,2021-02-00032,736300,,,,,,
소방설비,소방시설공사업(전문),5312,(주) 이수,유영찬,경기(남),경기수원제2014-4호,736200,,,,,,
소방설비,소방시설공사업(전문),5313,이티에프 주식회사,조정근,경기(남),2023-02-00281,736200,,,,,,
소방설비,소방시설공사업(전문),5314,미래아이디에스 주식회사,송지영,경기(남),경기여주제2014-3호,736100,,,,,,
소방설비,소방시설공사업(전문),5315,영광기업(주),장순경,충북,청주서부소방서 제2012-7호,736100,,,,,,
소방설비,소방시설공사업(전문),5316,나이스산업개발(주),박원교,경북,2016-02-00327,735800,,,,,,
소방설비,소방시설공사업(전문),5317,남양전기통신(주),정찬영,경기(북),제의정부 2001-7호,735600,,,,,,
소방설비,소방시설공사업(전문),5318,(주)스마트소방안전,황경석,인천,2024-02-00400,734900,,,,,,
소방설비,소방시설공사업(전문),5319,경민소방안전공사,이진수,경남,2025-02-00034,734800,,,,,,
소방설비,소방시설공사업(전문),5320,세진전력 주식회사,박종민,충북,2018-02-00526,734300,,,,,,
소방설비,소방시설공사업(일반·기계),9,조은주비트산업(주),김현우,서울,2020-02-00166,734100,,,,,,
소방설비,소방시설공사업(전문),5321,(주)더블유티씨,김상미,인천,2020-02-00229,733900,,,,,,
소방설비,소방시설공사업(전문),5322,(주)우진,이성녀,강원,제214호,733700,,,,,,
소방설비,소방시설공사업(전문),5323,(주)동일전력,경은재,인천,2024-02-00212,733700,,,,,,
소방설비,소방시설공사업(전문),5324,호원건설(주),이윤범,전북,전북군산 제2001-08호,732900,,,,,,
소방설비,소방시설공사업(전문),5325,세이프방재(주),박도호,충북,청주동부 제2012-09호,732600,,,,,,
소방설비,소방시설공사업(전문),5326,(주)성산이엔지,김규일,경남,제경남창원 2006-05호,732300,,,,,,
소방설비,소방시설공사업(전문),5327,(주)송암전설,권현정,대구,2019-02-00143,732100,,,,,,
소방설비,소방시설공사업(전문),5328,(합)경성전력공사,장원용,대전,제2010-3호,732100,,,,,,
소방설비,소방시설공사업(전문),5329,(주)테크윈시스템,김래진,경기(남),2019-02-00011,731400,,,,,,
소방설비,소방시설공사업(전문),5330,(주)제일전기소방,김진완,경북,2023-02-00279,731200,,,,,,
소방설비,소방시설공사업(전문),5331,주식회사 만보중공업,남양준,전남광주(전남),제2015-마-3호,731100,,,,,,
소방설비,소방시설공사업(전문),5332,세기소방(주),박정규,서울,2018-02-00335,731100,,,,,,
