대분류,중분류,순위,상호,대표자,소재지,등록번호,시공능력평가액,공사실적평가액,경영평가액,기술능력평가액,신인도평가액,건설공사실적,기술자수
기계설비,기계설비·가스공사업,5599,(주)제이디건설,김인희,대전,대전서구-01-12-5,3442,442,2653,303,44,506,2
기계설비,기계설비·가스공사업,5600,(주)제이디기업,백민기,제주,성남07-12-8,3943,1125,2345,391,80,856,2
기계설비,기계설비·가스공사업,5601,(주)제이디엔지니어링,이완복,울산,울산울주2020-10-02,3594,1608,1596,320,68,988,2
기계설비,기계설비·가스공사업,5602,(주)제이디엠테크,이우형,서울,강남-20-10-03,10631,5433,2927,2268,1,12293,10
기계설비,기계설비·가스공사업,5603,(주)제이비건설,이광호,부산,부산사상06-12-01,3329,450,1647,1198,32,824,7
기계설비,기계설비·가스공사업,5604,제이비건설(주),배현자,경기,수원-22-파-04,1466,523,455,487,0,812,5
기계설비,기계설비·가스공사업,5605,(주)제이비시스템,이화숙,전북,전북김제2020-10-01호,1135,324,443,367,0,540,2
기계설비,기계설비·가스공사업,5606,제이비에너지서비스(주),이명수,충남,충남천안2024-파-08호,1644,0,900,744,0,0,5
기계설비,기계설비·가스공사업,5607,제이비에너텍(주),송종민,경기,강남-03-12-3,11639,1328,7968,2210,132,1098,14
기계설비,기계설비·가스공사업,5608,(주)제이비엔지니어링,진기오,인천,경기남양주2016-23-200,2200,924,469,766,39,796,5
기계설비,기계설비·가스공사업,5609,(주)제이산업,이재선,경북,경북포항2020-10-06,2246,806,973,466,0,1473,3
기계설비,기계설비·가스공사업,5610,(주)제이수건설,김종만,광주,광주서2019-10-03,1215,146,585,477,6,369,3
기계설비,기계설비·가스공사업,5611,제이씨이엔지,정해숙,경기,김포-20-10-01,185,84,38,58,3,48,3
기계설비,기계설비·가스공사업,5612,(주)제이씨테크,이인현,경기,김포-21-10-06,1047,419,479,148,0,560,1
기계설비,기계설비·가스공사업,5613,(주)제이씨티,조진만,경기,고양2024-파-04,794,0,347,446,0,0,3
기계설비,기계설비·가스공사업,5614,(주)제이씨플랜트,조천,서울,강서-10-10-03,4163,1146,2392,543,82,530,3
기계설비,기계설비·가스공사업,5615,(주)제이씨플랜트,김재엽,경기,안산2019-10-03,14526,2457,11494,468,105,3695,3
기계설비,기계설비·가스공사업,5616,제이아이건설(주),김영인,대전,대전서구-12-10-1,1724,330,923,446,23,321,3
기계설비,기계설비·가스공사업,5617,(주)제이앤비,김재진,강원,강원화천 2012-10-01,2323,649,1322,304,46,936,2
기계설비,기계설비·가스공사업,5618,(주)제이앤비,김종현,전남,여수-23-파-02,1304,106,900,297,0,62,2
기계설비,기계설비·가스공사업,5619,제이앤씨에치(주),문성호,제주,제주 제주2008-10-04,3016,821,1540,595,58,1553,4
기계설비,기계설비·가스공사업,5620,(주)제이앤에이,안미정,충북,충북청주19-10-11,4281,1599,1867,744,69,3788,4
기계설비,기계설비·가스공사업,5621,제이앤제이설비(주),진군섭,광주,광주서-25-파-03,440,0,125,314,0,0,2
기계설비,기계설비·가스공사업,5622,(주)제이앤지,박종우,전북,전북전주 2007-12-1,14586,9248,1385,3288,663,13018,19
기계설비,기계설비·가스공사업,5623,(주)제이에스,오양섭,경기,경기시흥2015-23(1)-36,865,249,159,446,10,290,3
기계설비,기계설비·가스공사업,5624,(주)제이에스건설산업,안재상,대전,대전유성-2016-10-1,3068,1673,384,938,72,3630,6
기계설비,기계설비·가스공사업,5625,(주)제이에스공영,정치호,경기,송파-23-다-04,1933,1359,253,320,0,2585,2
기계설비,기계설비·가스공사업,5626,(주)제이에스기술,최정숙,경기,김포-15-10-09,2566,649,1591,297,27,921,2
기계설비,기계설비·가스공사업,5627,(주)제이에스에스탑,김재완,서울,금천-07-12-4,5601,4043,885,383,288,5408,2
기계설비,기계설비·가스공사업,5628,(주)제이에스엔지니어링,문지호,경기,평택-23-파-031,103,64,6,32,0,107,3
기계설비,기계설비·가스공사업,5629,(주)제이에스엠티,장민석,울산,울산울주2019-10-43,7150,4697,1510,740,201,8356,4
기계설비,기계설비·가스공사업,5630,(주)제이에스이,박진철,충남,충남천안-11-23-02,2310,523,1004,744,37,995,5
기계설비,기계설비·가스공사업,5631,제이에스이엔씨(주),김영춘,전남,여수2010-10-06,13047,7875,2771,1838,562,12275,7
기계설비,기계설비·가스공사업,5632,제이에스이엔씨(주),박재업,경남,창원마합 2012-10-04,1641,378,938,297,27,328,2
기계설비,기계설비·가스공사업,5633,제이에스이엔지(주),오석환,부산,부산-98-12-12,7827,1805,5519,321,180,2597,2
기계설비,기계설비·가스공사업,5634,제이에스이엔지(주),김주상,전북,전북전주2024-파-8호,1495,0,900,595,0,0,4
기계설비,기계설비·가스공사업,5635,(주)제이에스이엔지,송준현,경북,경북봉화2024-파-1,2152,1118,736,297,0,1597,2
기계설비,기계설비·가스공사업,5636,(주)제이에스일렉트릭,백경일,경기,광명2017-10-1,1303,105,900,297,0,150,2
기계설비,기계설비·가스공사업,5637,(주)제이에스테크,이화춘,경남,부산강서2021-10-12,1259,593,253,412,0,94,3
기계설비,기계설비·가스공사업,5638,제이에스테크(주),박해란,경기,남양주-24-파-04,430,0,132,297,0,0,2
기계설비,기계설비·가스공사업,5639,(주)제이에스테크,윤혜순,전북,부산진2013-10-01,153,95,6,47,4,22,2
기계설비,기계설비·가스공사업,5640,(주)제이에스토탈테크,이태영,충남,충남서산-2023-13-02,2479,1591,578,309,0,1511,2
기계설비,기계설비·가스공사업,5641,(주)제이에스티앤랩,이철우,인천,인천연수2013-10-04,2164,242,1457,446,17,336,3
기계설비,기계설비·가스공사업,5642,(주)제이에스플랜트,홍명재,경북,광진-04-12-2,36290,16532,12212,5886,1658,17708,25
기계설비,기계설비·가스공사업,5643,(주)제이에스하이테크,정병관,서울,송파-21-10-02,3759,2186,1275,297,0,4343,2
기계설비,기계설비·가스공사업,5644,(주)제이에스환경,한정원,서울,동작-21-10-01,2351,281,1474,595,0,223,4
기계설비,기계설비·가스공사업,5645,(주)제이에이엠씨,신영준,경기,화성23-파-13,1220,0,900,320,0,0,2
기계설비,기계설비·가스공사업,5646,(주)제이에이치,"박정환, 정덕진",강원,춘천2024-파-03호,1791,0,900,891,0,0,5
기계설비,기계설비·가스공사업,5647,(주)제이에이치산업,김종열,전남,순천2005-12-4,3907,1244,2101,472,88,1755,3
기계설비,기계설비·가스공사업,5648,(주)제이에이치산업개발,손주환,광주,광주동2021-30-01,965,210,320,433,0,234,5
기계설비,기계설비·가스공사업,5649,(주)제이에이치에너지,유정희,인천,인천서구2019-10-13,1856,168,1011,669,7,0,4
기계설비,기계설비·가스공사업,5650,(유)제이에이치에너지,최정화,전북,전북전주2024-파-10,932,297,188,446,0,17,3
기계설비,기계설비·가스공사업,5651,제이에이치엔지니어링(주),김기호,경기,용인2019-10-11,13771,7809,2201,3423,336,20727,23
기계설비,기계설비·가스공사업,5652,(주)제이에이치테크,최현숙,대전,대전유성-2020-10-2,2702,1481,475,744,0,2349,5
기계설비,기계설비·가스공사업,5653,(주)제이에프건설,정지영,대구,대구수성구2003-12-7,649,31,255,359,3,18,3
기계설비,기계설비·가스공사업,5654,(주)제이엔지니어링,이웅재,서울,강북-19-10-01,2318,391,1165,744,16,452,5
기계설비,기계설비·가스공사업,5655,(주)제이엔테크,이동조,경북,경북포항2001-12-03,900,0,900,0,0,0,0
기계설비,기계설비·가스공사업,5656,(주)제이엘건설,이선진,전남,순천2025-파-02,1485,0,718,766,0,0,5
기계설비,기계설비·가스공사업,5657,(주)제이엘산업,강서연,울산,울산울주2024-파-13,830,0,532,297,0,0,2
기계설비,기계설비·가스공사업,5658,제이엘솔루션(주),이홍섭,충남,충남천안-2019-10-13,1483,874,125,446,37,1585,3
기계설비,기계설비·가스공사업,5659,(주)제이엠모터스펌프,이영훈,경남,창원2007-12-6,9006,4568,2299,1811,327,5532,9
기계설비,기계설비·가스공사업,5660,제이엠스테이지(주),임헌학,서울,94-서울-12-77,15572,8052,5368,1344,807,15029,8
기계설비,기계설비·가스공사업,5661,(주)제이엠씨엔지니어링,김기돈,충남,충남천안-2018-10-09,951,365,272,297,15,392,2
기계설비,기계설비·가스공사업,5662,(주)제이엠테크,김종민,경기,용인-24-파-13,1197,0,900,297,0,0,2
기계설비,기계설비·가스공사업,5663,제이엠테크,김진만,강원,삼척2023-파-01호,872,327,253,291,0,613,2
